,FIPS,State,County,Unreliable,Deaths,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Quartile,YPLL Rate (AIAN),YPLL Rate (AIAN) 95% CI - Low,YPLL Rate (AIAN) 95% CI - High,YPLL Rate (AIAN) Unreliable,YPLL Rate (Asian),YPLL Rate (Asian) 95% CI - Low,YPLL Rate (Asian) 95% CI - High,YPLL Rate (Asian) Unreliable,YPLL Rate (Black),YPLL Rate (Black) 95% CI - Low,YPLL Rate (Black) 95% CI - High,YPLL Rate (Black) Unreliable,YPLL Rate (Hispanic),YPLL Rate (Hispanic) 95% CI - Low,YPLL Rate (Hispanic) 95% CI - High,YPLL Rate (Hispanic) Unreliable,YPLL Rate (White),YPLL Rate (White) 95% CI - Low,YPLL Rate (White) 95% CI - High,YPLL Rate (White) Unreliable,% Fair or Poor Health,95% CI - Low.1,95% CI - High.1,Quartile.1,Average Number of Physically Unhealthy Days,95% CI - Low.2,95% CI - High.2,Quartile.2,Average Number of Mentally Unhealthy Days,95% CI - Low.3,95% CI - High.3,Quartile.3,Unreliable.1,% Low Birthweight,95% CI - Low.4,95% CI - High.4,Quartile.4,% LBW (AIAN),% LBW (AIAN) 95% CI - Low,% LBW (AIAN) 95% CI - High,% LBW (Asian),% LBW (Asian) 95% CI - Low,% LBW (Asian) 95% CI - High,% LBW (Black),% LBW (Black) 95% CI - Low,% LBW (Black) 95% CI - High,% LBW (Hispanic),% LBW (Hispanic) 95% CI - Low,% LBW (Hispanic) 95% CI - High,% LBW (White),% LBW (White) 95% CI - Low,% LBW (White) 95% CI - High,% Adults Reporting Currently Smoking,95% CI - Low.5,95% CI - High.5,Quartile.5,% Adults with Obesity,95% CI - Low.6,95% CI - High.6,Quartile.6,Food Environment Index,Quartile.7,% Physically Inactive,95% CI - Low.7,95% CI - High.7,Quartile.8,% With Access to Exercise Opportunities,Quartile.9,% Excessive Drinking,95% CI - Low.8,95% CI - High.8,Quartile.10,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Driving Deaths with Alcohol Involvement,95% CI - Low.9,95% CI - High.9,Quartile.11,# Chlamydia Cases,Chlamydia Rate,Quartile.12,Teen Birth Rate,95% CI - Low.10,95% CI - High.10,Quartile.13,Teen Birth Rate (AIAN),Teen Birth Rate (AIAN) 95% CI - Low,Teen Birth Rate (AIAN) 95% CI - High,Teen Birth Rate (Asian),Teen Birth Rate (Asian) 95% CI - Low,Teen Birth Rate (Asian) 95% CI - High,Teen Birth Rate (Black),Teen Birth Rate (Black) 95% CI - Low,Teen Birth Rate (Black) 95% CI - High,Teen Birth Rate (Hispanic),Teen Birth Rate (Hispanic) 95% CI - Low,Teen Birth Rate (Hispanic) 95% CI - High,Teen Birth Rate (White),Teen Birth Rate (White) 95% CI - Low,Teen Birth Rate (White) 95% CI - High,# Uninsured,% Uninsured,95% CI - Low.11,95% CI - High.11,Quartile.14,# Primary Care Physicians,Primary Care Physicians Rate,Primary Care Physicians Ratio,Quartile.15,# Dentists,Dentist Rate,Dentist Ratio,Quartile.16,# Mental Health Providers,Mental Health Provider Rate,Mental Health Provider Ratio,Quartile.17,Preventable Hospitalization Rate,Quartile.18,Preventable Hosp. Rate (AIAN),Preventable Hosp. Rate (Asian),Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% with Annual Mammogram,Quartile.19,% Screened (AIAN),% Screened (Asian),% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,Quartile.20,% Vaccinated (AIAN),% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),# Completed High School,Population,% Completed High School,95% CI - Low.12,95% CI - High.12,Quartile.21,# Some College,Population.1,% Some College,95% CI - Low.13,95% CI - High.13,Quartile.22,# Unemployed,Labor Force,% Unemployed,Quartile.23,% Children in Poverty,95% CI - Low.14,95% CI - High.14,Quartile.24,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,Quartile.25,# Children in Single-Parent Households,# Children in Households,% Children in Single-Parent Households,95% CI - Low.15,95% CI - High.15,Quartile.26,# Associations,Social Association Rate,Quartile.27,# Injury Deaths,Injury Death Rate,95% CI - Low.16,95% CI - High.16,Quartile.28,Injury Death Rate (AIAN),Injury Death Rate (AIAN) 95% CI - Low,Injury Death Rate (AIAN) 95% CI - High,Injury Death Rate (Asian),Injury Death Rate (Asian) 95% CI - Low,Injury Death Rate (Asian) 95% CI - High,Injury Death Rate (Black),Injury Death Rate (Black) 95% CI - Low,Injury Death Rate (Black) 95% CI - High,Injury Death Rate (Hispanic),Injury Death Rate (Hispanic) 95% CI - Low,Injury Death Rate (Hispanic) 95% CI - High,Injury Death Rate (White),Injury Death Rate (White) 95% CI - Low,Injury Death Rate (White) 95% CI - High,Average Daily PM2.5,Quartile.29,Presence of Water Violation,Quartile.30,% Severe Housing Problems,95% CI - Low.17,95% CI - High.17,Severe Housing Cost Burden,Severe Housing Cost Burden 95% CI - Low,Severe Housing Cost Burden 95% CI - High,Overcrowding,Overcrowding 95% CI - Low,Overcrowding 95% CI - High,Inadequate Facilities,Inadequate Facilities 95% CI - Low,Inadequate Facilities 95% CI - High,Quartile.31,% Drive Alone to Work,95% CI - Low.18,95% CI - High.18,Quartile.32,% Drive Alone (AIAN),% Drive Alone (AIAN) 95% CI - Low,% Drive Alone (AIAN) 95% CI - High,% Drive Alone (Asian),% Drive Alone (Asian) 95% CI - Low,% Drive Alone (Asian) 95% CI - High,% Drive Alone (Black),% Drive Alone (Black) 95% CI - Low,% Drive Alone (Black) 95% CI - High,% Drive Alone (Hispanic),% Drive Alone (Hispanic) 95% CI - Low,% Drive Alone (Hispanic) 95% CI - High,% Drive Alone (White),% Drive Alone (White) 95% CI - Low,% Drive Alone (White) 95% CI - High,# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low.19,95% CI - High.19,Quartile.33
1869,36017,New York,Chenango,,752.0,8555.0,7505.0,9605.0,4.0,,,,,,,,,,,,,,,,,,,,,13.0,11.0,15.0,4.0,3.3,3.0,3.6,4.0,4.8,4.5,5.1,3.0,,7.0,6.0,8.0,2.0,,,,,,,,,,,,,,,,20.0,17.0,24.0,4.0,29.0,28.0,31.0,2.0,8.2,2.0,23.0,21.0,26.0,2.0,56.0,4.0,20.0,19.0,21.0,1.0,5.0,32.0,16.0,7.0,26.0,2.0,78.0,165.2,1.0,21.0,18.0,24.0,4.0,,,,,,,,,,,,,,,,1809.0,5.0,4.0,6.0,2.0,15.0,32.0,3115:1,4.0,16.0,34.0,2909:1,4.0,92.0,198.0,506:1,3.0,2875.0,3.0,,,,,,41.0,2.0,,,,,,51.0,3.0,,,37.0,46.0,51.0,30206,34016,89,88.0,90.0,3.0,5678,10482,54,50.0,59.0,4.0,952.0,21630.0,4.4,1.0,21.0,15.0,27.0,3.0,,,,6.0,16.0,102232.0,24630.0,4.2,1.0,1922.0,9829.0,20.0,16.0,24.0,2.0,46,9.8,3.0,158.0,66.0,56.0,77.0,3.0,,,,,,,,,,,,,,,,6.7,2.0,No,1.0,13,12.0,15.0,11,9,12,2,1,3,1,0,1,2.0,80,78.0,82.0,3.0,,,,,,,,,,,,,,,,20926,32,29.0,34.0,2.0
1870,36019,New York,Clinton,,1034.0,6328.0,5696.0,6961.0,2.0,,,,,,,,,,,,,,,,,,,,,12.0,11.0,14.0,3.0,3.1,2.8,3.5,3.0,4.9,4.6,5.2,4.0,,7.0,7.0,8.0,3.0,,,,,,,,,,,,,,,,20.0,17.0,23.0,4.0,31.0,30.0,33.0,3.0,8.1,2.0,23.0,20.0,25.0,2.0,67.0,3.0,21.0,20.0,22.0,2.0,4.0,29.0,14.0,6.0,25.0,1.0,203.0,252.2,2.0,11.0,10.0,13.0,2.0,,,,,,,,,,,,,,,,3161.0,5.0,4.0,6.0,3.0,60.0,75.0,1330:1,2.0,50.0,63.0,1592:1,2.0,257.0,323.0,310:1,1.0,3739.0,4.0,6506.0,,,5435.0,3735.0,48.0,1.0,,33.0,,57.0,49.0,52.0,3.0,28.0,54.0,46.0,46.0,52.0,48298,55169,88,86.0,89.0,4.0,11060,19539,57,52.0,61.0,4.0,1630.0,35269.0,4.6,2.0,21.0,16.0,25.0,3.0,,3.0,62.0,38.0,16.0,113662.0,26930.0,4.2,2.0,3029.0,14426.0,21.0,17.0,25.0,2.0,53,6.6,4.0,231.0,57.0,50.0,65.0,2.0,,,,,,,62.0,31.0,111.0,,,,60.0,52.0,68.0,6.6,1.0,No,1.0,13,11.0,15.0,11,10,13,1,1,2,1,1,2,2.0,80,77.0,82.0,4.0,,,,,,,64.0,34.0,94.0,64.0,49.0,78.0,81.0,78.0,83.0,35223,21,19.0,23.0,1.0
1871,36021,New York,Columbia,,819.0,6396.0,5598.0,7195.0,2.0,,,,,,,,,11415.0,7585.0,16498.0,,,,,,6206.0,5348.0,7064.0,,11.0,9.0,13.0,1.0,2.9,2.6,3.2,2.0,4.9,4.5,5.2,4.0,,6.0,5.0,7.0,1.0,,,,13.0,7.0,18.0,11.0,7.0,16.0,4.0,2.0,6.0,6.0,5.0,7.0,16.0,13.0,20.0,2.0,31.0,29.0,33.0,3.0,8.1,2.0,21.0,18.0,23.0,1.0,64.0,3.0,20.0,19.0,21.0,1.0,10.0,37.0,27.0,18.0,36.0,3.0,147.0,247.2,2.0,12.0,10.0,14.0,2.0,,,,,,,23.0,14.0,37.0,34.0,22.0,50.0,10.0,8.0,12.0,2646.0,6.0,5.0,7.0,4.0,24.0,40.0,2481:1,3.0,23.0,37.0,2686:1,3.0,132.0,214.0,468:1,3.0,2297.0,1.0,,,3899.0,3001.0,2215.0,38.0,3.0,,32.0,29.0,33.0,39.0,57.0,1.0,,55.0,39.0,46.0,58.0,42924,47055,91,90.0,92.0,2.0,8105,13330,61,56.0,66.0,3.0,1153.0,30238.0,3.8,1.0,15.0,10.0,20.0,1.0,,16.0,18.0,22.0,13.0,145695.0,29869.0,4.9,3.0,2501.0,10218.0,24.0,20.0,29.0,3.0,58,9.7,3.0,214.0,71.0,62.0,81.0,4.0,,,,,,,61.0,29.0,112.0,,,,74.0,64.0,85.0,7.1,3.0,No,1.0,15,13.0,17.0,13,12,15,1,1,2,1,0,1,3.0,73,71.0,76.0,1.0,,,,66.0,49.0,83.0,68.0,53.0,82.0,47.0,32.0,62.0,76.0,72.0,79.0,28650,37,34.0,40.0,3.0
1872,36023,New York,Cortland,,620.0,7008.0,6129.0,7886.0,3.0,,,,,,,,,,,,,,,,,,,,,12.0,10.0,14.0,2.0,3.2,2.9,3.5,3.0,5.0,4.6,5.3,4.0,,8.0,7.0,9.0,4.0,,,,,,,,,,,,,,,,18.0,15.0,21.0,3.0,29.0,27.0,31.0,2.0,8.0,3.0,23.0,20.0,26.0,2.0,77.0,3.0,22.0,21.0,23.0,4.0,5.0,15.0,33.0,19.0,47.0,4.0,180.0,378.3,4.0,11.0,9.0,12.0,2.0,,,,,,,,,,12.0,6.0,22.0,11.0,9.0,12.0,1780.0,5.0,4.0,6.0,2.0,18.0,38.0,2621:1,3.0,16.0,35.0,2894:1,4.0,187.0,404.0,248:1,1.0,3763.0,4.0,,,3260.0,,3781.0,48.0,1.0,,,,38.0,48.0,54.0,2.0,,55.0,54.0,39.0,54.0,26551,29478,90,89.0,91.0,3.0,6538,10112,65,59.0,70.0,2.0,1122.0,22100.0,5.1,3.0,16.0,10.0,21.0,2.0,,14.0,,31.0,14.0,113387.0,28538.0,4.0,1.0,1750.0,8994.0,19.0,15.0,24.0,2.0,51,10.8,2.0,142.0,60.0,50.0,69.0,2.0,,,,,,,,,,,,,,,,6.7,2.0,No,1.0,14,12.0,16.0,12,10,14,2,1,3,1,0,2,3.0,75,73.0,78.0,2.0,,,,,,,,,,,,,,,,22528,32,29.0,36.0,2.0
1873,36025,New York,Delaware,,691.0,8149.0,7034.0,9264.0,4.0,,,,,,,,,,,,,,,,,,,,,13.0,11.0,15.0,3.0,3.2,2.9,3.5,3.0,4.7,4.4,5.0,2.0,,6.0,5.0,7.0,1.0,,,,,,,,,,,,,,,,20.0,16.0,23.0,4.0,32.0,30.0,33.0,3.0,7.9,3.0,23.0,21.0,26.0,2.0,58.0,4.0,21.0,20.0,22.0,2.0,5.0,31.0,16.0,8.0,27.0,2.0,61.0,138.2,1.0,10.0,8.0,12.0,2.0,,,,,,,,,,11.0,5.0,21.0,11.0,9.0,13.0,1846.0,6.0,5.0,7.0,4.0,14.0,32.0,3138:1,4.0,10.0,23.0,4438:1,4.0,60.0,135.0,740:1,4.0,2115.0,1.0,,,,,,42.0,2.0,,23.0,64.0,45.0,42.0,52.0,3.0,,37.0,32.0,48.0,52.0,29725,33007,90,89.0,92.0,3.0,4940,8807,56,50.0,62.0,4.0,872.0,18914.0,4.6,2.0,23.0,17.0,30.0,4.0,,,21.0,33.0,25.0,105575.0,22020.0,4.8,3.0,1690.0,7316.0,23.0,18.0,28.0,3.0,57,13.0,1.0,166.0,74.0,63.0,86.0,4.0,,,,,,,,,,,,,,,,6.5,1.0,No,1.0,15,13.0,17.0,12,11,14,2,1,3,1,0,1,3.0,73,71.0,75.0,1.0,,,,,,,,,,58.0,44.0,73.0,75.0,72.0,78.0,19082,33,30.0,37.0,2.0
1874,36027,New York,Dutchess,,3387.0,6246.0,5901.0,6590.0,2.0,,,,,,,,,7837.0,6747.0,8927.0,,4613.0,3853.0,5373.0,,6524.0,6092.0,6956.0,,11.0,9.0,12.0,1.0,2.8,2.5,3.0,1.0,4.6,4.3,4.9,1.0,,8.0,7.0,8.0,3.0,,,,9.0,7.0,11.0,12.0,11.0,13.0,8.0,7.0,9.0,6.0,6.0,7.0,14.0,12.0,17.0,1.0,29.0,27.0,30.0,1.0,8.5,1.0,22.0,20.0,24.0,1.0,80.0,2.0,20.0,20.0,21.0,1.0,18.0,107.0,17.0,12.0,22.0,2.0,891.0,302.8,3.0,7.0,7.0,8.0,1.0,,,,,,,16.0,13.0,19.0,17.0,14.0,19.0,4.0,4.0,5.0,10605.0,5.0,4.0,5.0,1.0,203.0,69.0,1445:1,2.0,210.0,71.0,1415:1,1.0,947.0,319.0,314:1,1.0,2572.0,2.0,,1445.0,3293.0,3096.0,2481.0,40.0,3.0,,31.0,37.0,32.0,41.0,56.0,1.0,,61.0,45.0,49.0,57.0,191244,208945,92,91.0,92.0,1.0,47523,69856,68,65.0,71.0,2.0,6328.0,142246.0,4.4,1.0,12.0,9.0,15.0,1.0,18.0,6.0,24.0,18.0,6.0,168744.0,35168.0,4.8,3.0,11272.0,55092.0,20.0,19.0,22.0,2.0,211,7.2,4.0,1014.0,69.0,65.0,73.0,3.0,,,,,,,60.0,48.0,73.0,41.0,32.0,51.0,78.0,73.0,84.0,7.8,4.0,Yes,3.0,19,18.0,20.0,16,15,17,3,3,4,1,1,1,4.0,74,73.0,75.0,2.0,,,,64.0,56.0,71.0,69.0,65.0,73.0,70.0,67.0,74.0,77.0,76.0,78.0,144606,43,41.0,45.0,4.0
1875,36029,New York,Erie,,12400.0,7278.0,7074.0,7483.0,3.0,13885.0,10403.0,17367.0,,3118.0,2497.0,3738.0,,13090.0,12368.0,13813.0,,8619.0,7742.0,9495.0,,6292.0,6073.0,6511.0,,11.0,10.0,13.0,2.0,2.9,2.6,3.2,2.0,4.8,4.6,5.1,3.0,,9.0,9.0,9.0,4.0,6.0,4.0,8.0,8.0,7.0,9.0,14.0,13.0,14.0,11.0,10.0,12.0,7.0,7.0,7.0,16.0,13.0,18.0,2.0,29.0,28.0,30.0,2.0,7.8,3.0,22.0,20.0,24.0,2.0,97.0,1.0,21.0,20.0,22.0,3.0,50.0,224.0,22.0,19.0,26.0,3.0,4938.0,537.5,4.0,16.0,15.0,16.0,3.0,20.0,14.0,29.0,10.0,8.0,12.0,42.0,40.0,44.0,37.0,34.0,40.0,7.0,7.0,7.0,30230.0,4.0,4.0,5.0,1.0,734.0,80.0,1250:1,1.0,793.0,83.0,1199:1,1.0,3513.0,370.0,271:1,1.0,2396.0,1.0,4434.0,2080.0,4249.0,3434.0,2074.0,38.0,3.0,26.0,22.0,34.0,33.0,40.0,48.0,4.0,24.0,50.0,34.0,40.0,50.0,617103,670059,92,92.0,92.0,1.0,179873,243826,74,72.0,75.0,1.0,23765.0,435588.0,5.5,4.0,19.0,16.0,22.0,3.0,18.0,40.0,39.0,41.0,9.0,124208.0,25158.0,4.9,4.0,55278.0,192985.0,29.0,27.0,30.0,4.0,925,10.1,2.0,3249.0,71.0,68.0,73.0,3.0,141.0,101.0,191.0,13.0,8.0,20.0,95.0,87.0,103.0,67.0,57.0,77.0,69.0,66.0,71.0,7.1,3.0,Yes,3.0,15,15.0,16.0,13,13,14,1,1,1,1,1,1,3.0,78,77.0,79.0,3.0,79.0,74.0,85.0,62.0,56.0,67.0,65.0,63.0,68.0,65.0,63.0,68.0,82.0,81.0,83.0,454568,23,23.0,24.0,1.0
1876,36031,New York,Essex,,522.0,6184.0,5201.0,7167.0,2.0,,,,,,,,,,,,,,,,,,,,,11.0,9.0,13.0,1.0,3.0,2.7,3.3,2.0,4.6,4.3,4.9,1.0,,7.0,6.0,8.0,2.0,,,,,,,,,,,,,,,,17.0,14.0,20.0,2.0,29.0,28.0,31.0,2.0,8.6,1.0,22.0,20.0,25.0,2.0,100.0,1.0,22.0,21.0,23.0,4.0,5.0,20.0,25.0,13.0,38.0,3.0,48.0,130.1,1.0,16.0,13.0,19.0,3.0,,,,,,,,,,,,,,,,1394.0,5.0,4.0,6.0,3.0,15.0,41.0,2459:1,3.0,12.0,32.0,3106:1,4.0,69.0,185.0,540:1,3.0,2070.0,1.0,,,,,,40.0,3.0,,,,,,54.0,2.0,,,61.0,53.0,54.0,26375,28937,91,90.0,92.0,2.0,4878,8718,56,51.0,61.0,4.0,789.0,16744.0,4.7,2.0,16.0,11.0,22.0,2.0,,,,29.0,11.0,112512.0,28030.0,4.0,1.0,1273.0,5965.0,21.0,15.0,27.0,2.0,54,14.6,1.0,103.0,55.0,44.0,66.0,1.0,,,,,,,,,,,,,,,,6.2,1.0,No,1.0,13,11.0,15.0,11,9,13,2,1,3,1,0,1,2.0,75,72.0,77.0,2.0,,,,,,,,,,,,,,,,16721,30,26.0,34.0,2.0
1877,36033,New York,Franklin,,643.0,6636.0,5820.0,7452.0,2.0,9412.0,6148.0,13790.0,,,,,,,,,,,,,,7115.0,6164.0,8066.0,,14.0,13.0,16.0,4.0,3.3,3.0,3.6,4.0,4.8,4.5,5.0,3.0,,7.0,6.0,8.0,2.0,5.0,2.0,7.0,,,,,,,,,,7.0,6.0,8.0,21.0,18.0,24.0,4.0,36.0,35.0,38.0,4.0,7.3,4.0,28.0,25.0,30.0,4.0,57.0,4.0,22.0,21.0,23.0,4.0,5.0,17.0,29.0,16.0,43.0,4.0,72.0,143.9,1.0,22.0,19.0,25.0,4.0,13.0,7.0,22.0,,,,,,,,,,24.0,20.0,27.0,2425.0,7.0,6.0,8.0,4.0,29.0,58.0,1723:1,2.0,25.0,53.0,1898:1,2.0,162.0,341.0,293:1,1.0,2543.0,2.0,2849.0,,,,2487.0,49.0,1.0,31.0,,,,51.0,52.0,3.0,43.0,,25.0,39.0,53.0,30237,34305,88,87.0,89.0,4.0,6107,12758,48,43.0,53.0,4.0,903.0,19114.0,4.7,2.0,21.0,15.0,28.0,4.0,45.0,,,36.0,26.0,103551.0,21328.0,4.9,3.0,2092.0,9171.0,23.0,17.0,28.0,3.0,46,9.2,3.0,135.0,54.0,45.0,63.0,1.0,52.0,25.0,97.0,,,,,,,,,,60.0,50.0,71.0,6.9,2.0,No,1.0,14,12.0,16.0,11,10,13,2,1,3,1,0,1,2.0,77,74.0,79.0,2.0,,,,,,,,,,,,,,,,18208,24,21.0,27.0,1.0
1878,36035,New York,Fulton,,831.0,7878.0,7009.0,8746.0,4.0,,,,,,,,,,,,,,,,,,,,,13.0,11.0,15.0,4.0,3.3,3.0,3.7,4.0,4.6,4.3,4.9,2.0,,8.0,7.0,9.0,3.0,,,,,,,14.0,6.0,22.0,,,,8.0,7.0,9.0,21.0,18.0,24.0,4.0,31.0,29.0,33.0,3.0,7.7,4.0,25.0,22.0,28.0,3.0,88.0,2.0,20.0,19.0,21.0,1.0,3.0,22.0,14.0,4.0,26.0,1.0,146.0,273.5,3.0,26.0,23.0,29.0,4.0,,,,,,,28.0,14.0,52.0,,,,26.0,23.0,30.0,2284.0,6.0,5.0,7.0,3.0,17.0,32.0,3107:1,4.0,13.0,24.0,4086:1,4.0,134.0,252.0,396:1,2.0,3136.0,3.0,,,2513.0,,3120.0,38.0,3.0,,,,33.0,39.0,52.0,3.0,,,59.0,52.0,52.0,33899,38825,87,86.0,89.0,4.0,7261,12660,57,52.0,63.0,3.0,1232.0,22353.0,5.5,4.0,22.0,15.0,28.0,4.0,,,,23.0,21.0,105015.0,24509.0,4.3,2.0,3156.0,10850.0,29.0,24.0,34.0,4.0,51,9.7,3.0,166.0,62.0,53.0,71.0,2.0,,,,,,,,,,,,,,,,6.6,1.0,Yes,3.0,13,11.0,15.0,12,10,14,1,0,1,1,0,1,2.0,82,79.0,85.0,4.0,,,,,,,,,,,,,,,,23901,34,30.0,38.0,3.0
1879,36037,New York,Genesee,,774.0,7576.0,6702.0,8451.0,4.0,,,,,,,,,,,,,,,,,,,,,11.0,10.0,13.0,2.0,3.1,2.8,3.4,3.0,4.7,4.4,5.1,2.0,,6.0,6.0,7.0,1.0,,,,,,,11.0,5.0,17.0,8.0,5.0,12.0,6.0,5.0,7.0,18.0,15.0,21.0,3.0,29.0,27.0,30.0,2.0,8.5,1.0,23.0,20.0,25.0,2.0,65.0,3.0,23.0,22.0,24.0,4.0,10.0,48.0,21.0,14.0,29.0,2.0,127.0,221.7,2.0,14.0,12.0,16.0,2.0,,,,,,,12.0,6.0,22.0,32.0,21.0,49.0,12.0,10.0,14.0,2157.0,5.0,4.0,6.0,2.0,17.0,30.0,3353:1,4.0,21.0,36.0,2755:1,4.0,101.0,175.0,573:1,4.0,2571.0,2.0,,,6475.0,,2318.0,40.0,3.0,,,,42.0,41.0,51.0,3.0,29.0,,37.0,32.0,52.0,38734,41830,93,91.0,94.0,1.0,9019,13981,65,60.0,69.0,2.0,1244.0,29268.0,4.3,1.0,14.0,9.0,19.0,1.0,,12.0,28.0,30.0,8.0,116198.0,28828.0,4.0,1.0,2182.0,12004.0,18.0,14.0,22.0,1.0,67,11.8,1.0,233.0,81.0,70.0,91.0,4.0,,,,,,,,,,,,,,,,7.2,3.0,Yes,3.0,12,10.0,13.0,10,8,11,1,1,2,1,1,2,1.0,82,80.0,84.0,4.0,,,,,,,,,,73.0,54.0,92.0,82.0,79.0,85.0,28404,32,30.0,35.0,2.0
1880,36039,New York,Greene,,720.0,7969.0,6958.0,8980.0,4.0,,,,,,,,,8857.0,5786.0,12978.0,,,,,,8391.0,7214.0,9568.0,,12.0,11.0,14.0,3.0,3.1,2.8,3.5,3.0,4.8,4.5,5.1,3.0,,7.0,6.0,8.0,3.0,,,,,,,12.0,6.0,17.0,9.0,5.0,13.0,7.0,6.0,8.0,18.0,15.0,21.0,3.0,32.0,30.0,34.0,3.0,8.5,1.0,24.0,21.0,27.0,3.0,82.0,2.0,21.0,20.0,22.0,3.0,7.0,34.0,21.0,12.0,30.0,2.0,100.0,211.9,2.0,12.0,9.0,14.0,2.0,,,,,,,23.0,11.0,43.0,,,,11.0,9.0,14.0,1881.0,6.0,5.0,7.0,3.0,17.0,36.0,2775:1,4.0,18.0,37.0,2694:1,3.0,43.0,89.0,1128:1,4.0,2746.0,2.0,,,1011.0,,2779.0,31.0,4.0,,,39.0,22.0,31.0,51.0,3.0,,59.0,51.0,53.0,51.0,31765,36124,88,86.0,90.0,4.0,5836,11239,52,46.0,57.0,4.0,1003.0,20305.0,4.9,3.0,18.0,12.0,24.0,2.0,,,65.0,10.0,12.0,121799.0,25501.0,4.8,3.0,1211.0,7833.0,15.0,10.0,21.0,1.0,41,8.7,4.0,177.0,75.0,64.0,86.0,4.0,,,,,,,,,,,,,,,,6.8,2.0,Yes,3.0,18,16.0,20.0,16,14,19,2,1,3,1,1,2,4.0,75,71.0,79.0,2.0,,,,,,,,,,,,,,,,21225,47,42.0,52.0,4.0
1881,36041,New York,Hamilton,x,,,,,3.0,,,,,,,,,,,,,,,,,,,,,13.0,11.0,16.0,4.0,3.4,3.0,3.8,4.0,5.1,4.7,5.5,4.0,x,6.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,20.0,16.0,24.0,4.0,29.0,28.0,31.0,2.0,7.4,4.0,24.0,21.0,27.0,3.0,100.0,1.0,21.0,20.0,23.0,3.0,0.0,4.0,0.0,0.0,36.0,1.0,,,3.0,,,,3.0,,,,,,,,,,,,,,,,272.0,9.0,8.0,11.0,4.0,1.0,23.0,4345:1,4.0,,,,2.0,3.0,59.0,1706:1,4.0,2582.0,2.0,,,,,,47.0,1.0,,,,,,50.0,4.0,,,,,,3176,3985,80,74.0,85.0,4.0,435,743,59,43.0,74.0,3.0,98.0,2210.0,4.4,1.0,17.0,11.0,22.0,2.0,,,,,,116556.0,28412.0,4.1,1.0,87.0,708.0,12.0,6.0,19.0,1.0,6,13.8,1.0,,,,,3.0,,,,,,,,,,,,,,,,5.7,1.0,Yes,3.0,13,9.0,17.0,11,6,15,2,0,5,1,0,3,2.0,74,61.0,87.0,2.0,,,,,,,,,,,,,,,,2142,35,26.0,44.0,3.0
1882,36043,New York,Herkimer,,845.0,6649.0,5884.0,7414.0,2.0,,,,,,,,,,,,,,,,,,,,,12.0,11.0,14.0,3.0,3.0,2.7,3.4,3.0,4.7,4.4,5.0,2.0,,7.0,6.0,8.0,2.0,,,,,,,,,,,,,,,,19.0,16.0,23.0,4.0,31.0,29.0,32.0,3.0,7.9,3.0,25.0,22.0,28.0,3.0,70.0,3.0,24.0,23.0,25.0,4.0,5.0,32.0,16.0,7.0,26.0,2.0,157.0,256.0,2.0,18.0,16.0,20.0,3.0,,,,,,,18.0,9.0,31.0,18.0,9.0,34.0,18.0,16.0,21.0,2643.0,6.0,5.0,7.0,3.0,17.0,28.0,3585:1,4.0,24.0,40.0,2497:1,3.0,50.0,83.0,1199:1,4.0,3276.0,4.0,,,,5669.0,3179.0,47.0,1.0,,,,39.0,47.0,50.0,4.0,,,34.0,45.0,50.0,39079,43007,91,90.0,92.0,2.0,7983,13169,61,56.0,65.0,3.0,1596.0,27514.0,5.8,4.0,20.0,14.0,26.0,3.0,,,,37.0,18.0,109036.0,25008.0,4.4,2.0,2687.0,12515.0,21.0,18.0,25.0,2.0,69,11.3,2.0,188.0,61.0,52.0,70.0,2.0,,,,,,,,,,,,,,,,6.6,1.0,Yes,3.0,10,9.0,11.0,8,7,9,1,1,2,1,1,1,1.0,80,78.0,81.0,3.0,,,,,,,,,,,,,,,,27468,34,31.0,37.0,2.0
